JobTitle,CompanyName,ApprovedOn,SalaryMin,SalaryMax,PrettySalary,Skills,WorkingLocations,JobType,JobLevel,CompanySize,LanguageSelected
"Back-end Developer (Java) - Upto USD $3,000 Monthly",Menuzen,2/8/2022,2000,3000,$2000 - $3000,"Java,OOP,Spring Framework,Restful API Design,PostgreSQL;",Hà Nội,toàn thời gian,Nhân viên,Less Than 10 Nhân viên,Bất kỳ
Chuyên Viên Tài Chính & Quản Trị Dữ Liệu (Mảng Quản Trị Dữ Liệu),Công Ty Cổ Phần Chứng Khoán MB,2/8/2022,300,0,Thương lượng,"SQL,Excel,Ms Power BI,Quản Trị Dữ Liệu,Phân Tích;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Nhân Viên IT Phần Mềm,Công Ty Cổ Phần Đầu Tư Và Thương Mại Hà Nội,2/8/2022,700,800,$700 - $800,"IT Software,C++,Java,.NET,PHP;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Data Analytics Trainee - The Strivers 2022,Prudential Vietnam Assurance,2/14/2022,1000,1500,Thương lượng,"Statistics,Data Analytics,Data Science,Project Management,Machine Learning;",Hồ Chí Minh,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,,Bất kỳ
Back-End Developer (Upto 25 Triệu),Công Ty Cổ Phần Công Nghệ J&b,2/14/2022,600,1000,$600 - $1000,".NET,.Net Core,Cơ Sở Dữ Liệu CSDL,HTML,MVC;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Data Engineer,Công Ty TNHH Buymed,2/14/2022,700,1400,$700 - $1400,"SQL,Mongodb,PostgreSQL,Restful Api;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Giảng Viên Công Nghệ Thông Tin (Full-Time Và PART-TIME),Đại Học FPT TP.HCM,2/14/2022,500,1500,Thương lượng,"Theoretical Computer Science,Information Technology,Giảng Dạy,University Teaching,IT Engineering;","Đà Nẵng,Hồ Chí Minh",bán thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Chuyên Viên Lập Trình Hệ Thống (Fullstack),Tập Đoàn Bất Động Sản An Gia - An Gia Real Estate Investment Co.,2/14/2022,500,1000,Thương lượng,"Full Stack Development,Backend,Zendesk,IT Software,Web Development;",Hồ Chí Minh,toàn thời gian,Nhân viên,,Bất kỳ
Structural QA Engineer - (Construction Background),Simpson Strong-Tie Vietnam Company Limited,2/14/2022,500,800,$500 - $800,"Civil,QA Testing,Structural Engineering,Truss,Civil Construction;",Hồ Chí Minh,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,100-499 Nhân viên,Bất kỳ
Unity 3D Programmer - Lập Trình Viên Unity 3D,Công Ty TNHH Toppan Equator,2/14/2022,650,1200,$650 - $1200,"Unity 3D,Thiết Kế 3Dsmax,Retopology;",Hồ Chí Minh,toàn thời gian,Nhân viên,10-24 Nhân viên,Tiếng Việt
Project Manager Assistant,Công Ty Cổ Phần GIHOT,2/18/2022,700,1200,$700 - $1200,"Project Management,Game Balance,Project Coordination,Human Management;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,25-99 Nhân viên,Bất kỳ
HCM - IT Support (IT Infrastructure & Network),APL Logistics Vietnam Company Limited,2/15/2022,500,1000,Thương lượng,"Network Troubleshooting,Computer Network,It Support,It Helpdesk,IT Project Management;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Software Delivery Officer (GCB7),HSBC Vietnam,3/1/2022,100,500,Thương lượng,"Banking,Oracle,SQL,Full Stack Development,Testing;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
[HCM] - CTO (Japanese N1/ Native) - [4000$~6000$],New IT Start-Up Company,3/1/2022,4000,6000,$4000 - $6000,"Japanese,Tiếng Nhật,Technical Architecture,Software Development,Management;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,10-24 Nhân viên,Bất kỳ
[HCM] - Project Manager (Japanese N1/ Native) - [3000$~5000$],New IT Start-Up Company,3/1/2022,3000,5000,$3000 - $5000,"Japanese,Tiếng Nhật,Technical Architecture,Software Development,Management;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,10-24 Nhân viên,Bất kỳ
Backend Nodejs/nestjs,Công Ty TNHH VNTRIP,2/28/2022,1200,1500,$1200 - $1500,"Restful Api,SQL Database,Back-End,Microservice;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
"Manager, Project Management - R-0012970",FWD Vietnam Life Insurance Company Limited,2/28/2022,2000,3000,Thương lượng,"IT Project Management,PMO Management,English,Vendor Management;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,100-499 Nhân viên,Bất kỳ
Fresh Software Design Engineers (C/ C++/ Embdded) _Online Interview,"Renesas Design Vietnam Co., Ltd.",2/28/2022,100,500,Thương lượng,"Embedded,Linux,Mcu Design,C++,C Language;",Hồ Chí Minh,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,500-999 Nhân viên,Bất kỳ
Java – Software Engineer (R&D Dept.),"Truetech Co., Ltd.",2/28/2022,1250,1700,Thương lượng,"Software Engineering,Java,Object Oriented Programming,APIS,Spring;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Java Developer,Swiss Post Solutions Ltd.,2/28/2022,500,1000,$500 - $1000,"Lập Trình Viên Software Developer,Java Spring Framework,Java J2EE,Oop Design Pattern,Technology Operations;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
10 JAVA Developer,IFI Solution - An NTT Data Company,2/7/2022,780,2600,$780 - $2600,"Java EE,MySQL,Micro Services,Oracle;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Lập Trình Viên .NET,Tổng Công Ty Bảo Hiểm BIDV (BIC),2/28/2022,500,1000,Thương lượng,"C#,.NET,SQL Server,Phát Triển Phần Mềm;",Hà Nội,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Tiếng Việt
Quality Assurance Officer (QA),Bosch Global Software Technologies Company Limited,2/28/2022,700,1000,Thương lượng,"Good Use Off MS Office,SDLC,Auditing Project,7Qc Tool,ISO 9001 QMS;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Tiếng Anh
Nhân Viên IT,Công Ty TNHH Một Thành Viên Ngôi Sao Cineplex BHD Việt Nam,2/14/2022,300,0,Thương lượng,"IP Networking,It Support,System Admin,Hardware Maintenance,IT Phần Mềm;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Manufacturing Systems Engineer,Công Ty TNHH Framas Việt Nam,2/28/2022,500,700,Thương lượng,"Information Technology,Systems Engineering,Industrial Engineering,Information System,MES Application;",Bình Dương,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
Senior Software Development Engineer (Python Programing),German Software Intelligence LLC,2/28/2022,800,1300,$800 - $1300,"Python Programming,Automated Unit Testing,Software Development,CAD Engineering,C#;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Tiếng Anh
QA Technical Specialist - Engineer,German Software Intelligence LLC,2/28/2022,550,1000,$550 - $1000,"API Testing,Automated Unit Testing,QA Testing,BIM Engineering,Agile Scrum;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Tiếng Anh
Project Management Officer,Fiingroup,2/28/2022,800,1500,Thương lượng,"Project Management,PMP,Jira,PMO Development;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
IT Security Engineering,Ncsoft Vietnam Visual Studio,2/28/2022,500,1000,Thương lượng,"IT Security,IT Security Assessments,IT System,IT Services Management,English;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
IT Business Analyst,Công Ty CP Công Nghệ Và Đào Tạo Yoot,2/7/2022,1000,1500,$1000 - $1500,"Business Analyst BA,Phân Tích Nghiệp Vụ,Business Information System,Project Management,Project Analyst;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
"Lập Trình Viên ERP (ERP Developer - Không Yêu Cầu Kinh Nghiệm, Lương Upto 20 Triệu))",Công Ty Cổ Phần Nhựa Châu Âu,2/7/2022,600,900,$600 - $900,"Python,JS,ERP,MariaDB,Mes;",Hà Nội,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,100-499 Nhân viên,Bất kỳ
Nhân Viên Hành Chính Admin,Công Ty TNHH Thương Mại Dịch Vụ Tin Học Vastbit,2/28/2022,250,400,$250 - $400,Aministration;,Hồ Chí Minh,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,,Bất kỳ
Project Manager (Technical Leader),Manifera Software Development,2/28/2022,1000,2000,Thương lượng,"English,Project Management,Programme Planning;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,10-24 Nhân viên,Tiếng Anh
[Cần Gấp] Nhân Viên Phát Triển Phần Mềm = Developer,Công Ty TNHH Gensoft Vina,2/14/2022,800,1200,$800 - $1200,"Phát Triển Phần Mềm,CSS,ASP.NET,JavaScript,C#;","Bắc Ninh,Hà Nội,Bắc Giang",toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
PHP Developer (Urgent),Manifera Software Development,2/28/2022,1000,2000,Thương lượng,"IT Phần Mềm,PHP,Laravel,My SQL,English;",Hồ Chí Minh,toàn thời gian,Nhân viên,10-24 Nhân viên,Tiếng Anh
Influencers & KOLs Management,Anfin Company Limited,2/28/2022,1000,1200,$1000 - $1200,"Quản Lý Kols,Network Performance,Affiliate Networks;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Tiếng Anh
Operation Manager Trưởng Phòng Điều Hành,Doctor Anywhere Việt Nam,2/28/2022,1000,1500,$1000 - $1500,"Management,Problem Solving,Projecting,Data Quality Assessment;","Hà Nội,Hồ Chí Minh",toàn thời gian,Trưởng phòng,25-99 Nhân viên,Tiếng Anh
Senior Partnership Specialist (Giải Pháp Công Nghệ ERP),Công Ty TNHH Thương Mại Điện Tử Vnshop,2/7/2022,900,1200,Thương lượng,"ERP,Business Development,POS Business Development,Ecommerce Solution;",Hồ Chí Minh,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
Nhân Viên Kinh Doanh Dự Án,Công Ty Cổ Phần Kỹ Thuật Và Giải Pháp Công Nghệ Quang Anh,2/7/2022,500,1000,$500 - $1000,"Bán Hàng Kĩ Thuật,Tìm Kiếm Khách Hàng,Presales Technical,IT Presales,Technical Sales;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
IT - System Administrator,Daikin Air Conditioning (Vietnam) Joint Stock Company,2/7/2022,100,500,Thương lượng,"Infrastructure,CCNA,Computer Network,It Support,Operating System Administration;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Tiếng Anh
IT Support Assistant,DEK Technologies,2/7/2022,500,1500,Thương lượng,"It Support,IT System,IT Systems Support,Linux,Server Admin;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Merchant Support Manager ( Software - Nightshift),"Enrich Management System Ltd.,co",2/7/2022,1000,1500,Thương lượng,"Support,Customer Service,Support Technical Sales,POS,Communication;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,25-99 Nhân viên,Tiếng Anh
Nhân Viên Lập Trình Ứng Dụng Desktop-Mobile,Công Ty TNHH Công Nghiệp Trí Cường,2/7/2022,700,1100,$700 - $1100,"Automations,Lập Trình Mobile,Desktop Hardware,C++ Language,Web Server Framework;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
(HN/ HCM) Quality Control/ Tester,Merkle Vietnam,2/7/2022,300,300,Thương lượng,"Quality Control,Website Testing,Database Concepts,SQL;","Hồ Chí Minh,Hà Nội",toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
"Kỹ Sư Giải Pháp Hệ Thống, Mạng CNTT",Công Ty Cổ Phần Kỹ Thuật Và Giải Pháp Công Nghệ Quang Anh,2/7/2022,500,1000,$500 - $1000,"Công Nghệ Thông Tin,Presale,Tư Vấn Hệ Thống,Network,CCNA;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
IT Helpdesk,"Scanwell Logistics Vietnam Co., Ltd – HCM Branch",2/7/2022,500,1000,$500 - $1000,Anh Văn;,Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Trưởng Bộ Phận Phát Triển và Vận Hành Ứng Dụng (CNTT),Tập Đoàn Bất Động Sản An Gia,2/7/2022,1500,2000,Thương lượng,"IT Phần Mềm,Ứng Dụng IOS,Lập Trình NodeJS,IT System,Công Nghệ Thông Tin;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,,Bất kỳ
Phenikaa Uni - Giảng Viên Công Nghệ Thông Tin,Phenikaa University,2/7/2022,100,500,Thương lượng,"Software Solutions,Computer Science,Theoretical Computer Science,Technology;",Hà Nội,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
Junior/senior Cloud Engineer,Navigos Search's Client,2/7/2022,2000,3000,$2000 - $3000,"Aws,Cloud AWS,DevOps;",Hồ Chí Minh,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
"Senior 2D Game Concept Artist - Upto $2,000 Apply Now!",RedAntz,2/7/2022,1000,2000,$1000 - $2000,"Thiết Kế Game,2D Artist,UX,Thiết Kế Đồ Họa;",Hà Nội,toàn thời gian,Nhân viên,10-24 Nhân viên,Bất kỳ
IT Officer,Vietnamworks' Client,2/7/2022,500,700,Thương lượng,"MS Office,IT Hardware,It Support,English,It Helpdesk;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Việt
"Associate Manager or Manager, IT Account and Project Management (IT PM)",Sun Life Vietnam (Sun Life),2/7/2022,1500,3500,Thương lượng,"Software Project Management,IT Project Management,Agile,Scrum Master;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,100-499 Nhân viên,Bất kỳ
Product Owner,Firegroup Technology JSC.,2/7/2022,1100,2100,Thương lượng,"Agile Scrum,Requirement Analysis,UX Wireframe,Communication,Technology Roadmapping;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Accountant Software,Empire City,2/17/2022,500,1000,Thương lượng,"Mcse,Accounting,Software,Finance Analysis,Communication;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Tiếng Anh
Chuyên Viên Cao Cấp Quản Lý Rủi Ro An Toàn Thông Tin - Phòng Quản Trị Rủi Ro Vận Hành - Khối Quản Trị Rủi Ro,Ngân Hàng TMCP Tiên Phong (Tpbank),2/28/2022,500,500,Thương lượng,"Quản Trị Rủi Ro,Phân Tích,An Toàn Thông Tin,Tiếng Anh,Giao Tiếp;",Hà Nội,toàn thời gian,Nhân viên,"5,000-9,999 Nhân viên",Bất kỳ
UI/UX Design Executive,Công Ty Cổ Phần Vua Nệm,2/28/2022,500,1000,Thương lượng,"Photoshop,Illustrator,Figma,Uiux;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Application Manager,Masan High-Tech Materials,2/28/2022,3000,4000,Thương lượng,"Microsoft Office 365,SAP,Azure,Lifecycle Management,Vendor Management;",Hà Nội,toàn thời gian,Trưởng phòng,"1,000-4,999 Nhân viên",Tiếng Anh
Chuyên Viên Digital Marketing,Công Ty Cổ Phần Công Nghệ Ihouzz,2/28/2022,500,800,$500 - $800,"Facebook Ads,Digital Marketing,Google Analytics,Seo Marketing,Marketing Tools;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
[HCMC | Can Work Remote] Mobile Engineer - [1500$~3000$],IT Product Company,2/28/2022,1500,3000,$1500 - $3000,"Flutter,Mobile Development,Android,iOS,Mobile App Development;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
[HCMC] - Product Company - Technical Director,IT Product Company,2/28/2022,6000,8000,$6000 - $8000,"Technical Management,Software Development,English,System Design,Architecture Design;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,25-99 Nhân viên,Bất kỳ
[HCMC] - Senior Fullstack Developer - [2000$~3500$],IT Company,2/28/2022,2000,3500,$2000 - $3500,"JavaScript,Ruby on Rails,PHP,Cloud;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
[HCMC] - PHP Developer - [800$~1500$],IT Product Company,2/28/2022,800,1500,$800 - $1500,"PHP,JavaScript,Software Development,Laravel;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
[HCM] - Web Application Team Leader - [1500$~2000$],IT Product Company,2/28/2022,1500,2000,$1500 - $2000,"JavaScript,TypeScript,NodeJS,Agile Scrum;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
[HCMC] Backend Engineer - [1500$~3000$],IT Product Company,2/28/2022,1500,3000,$1500 - $3000,"Java,PHP,Golang,.NET,Ruby on Rails;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
[HCMC] - Frontend Developer - [1200$~2500$],New IT Company,2/28/2022,1200,2800,$1200 - $2800,"VueJS,Nuxt JS,Front End,JavaScript,ReactJS;",Hồ Chí Minh,toàn thời gian,Nhân viên,10-24 Nhân viên,Bất kỳ
[HCMC] - Senior Java Developer [1000$~2000$],Product Company,2/28/2022,1000,2000,$1000 - $2000,"Microservice,Web Development,API Web Services,Java,Java Spring Framework;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Executive (IT Service),"MSIG Insurance (Vietnam) Co., Ltd.",2/28/2022,500,1000,Thương lượng,"Office 365,Helpdesk,Procurement,Quality Controllers,It Support;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
[HCMC] - Technical Delivery Manager (Japanese) - [3000$~5000$],Japanese IT Software Company,2/28/2022,3000,5000,$3000 - $5000,"Software Development,Project Management,Japanese,Cloud,Tiếng Nhật;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,100-499 Nhân viên,Bất kỳ
[HCMC] - Tester ( Japanese N2) - [800$~2000$],Japanese IT Company,2/28/2022,800,2000,$800 - $2000,"Japanese,Tiếng Nhật,Testing,QC;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
[New Japanese IT Company] - BrSE - [2000$~4500$],New IT Japanese Company,2/28/2022,2000,4500,$2000 - $4500,"BrSE,BrSE Tiếng Nhật,Japanese,Software Development;",Hồ Chí Minh,toàn thời gian,Nhân viên,10-24 Nhân viên,Bất kỳ
IT Project Manager (Japanese N2) - [2500$~3500$],Japanese IT Software Company,2/28/2022,2500,3500,$2500 - $3500,"Software Development,Project Management,Japanese,Microservice;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,25-99 Nhân viên,Bất kỳ
Business Analyst - Quality & Fraud,Be Group Joint Stock Company,2/27/2022,800,1200,Thương lượng,"Business Analysis,Quality Analyst;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Senior Product Manager,Firegroup Technology JSC.,2/6/2022,1500,3000,Thương lượng,"English,Agile,Products Management,Strategy Planning,Saas;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,100-499 Nhân viên,Bất kỳ
[HCMC] Frontend Developer,Navigos Search's Client,2/6/2022,1000,2600,$1000 - $2600,"Angular JS,Angular 2+,JavaScript,TypeScript,Agile;",Hồ Chí Minh,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
ERP System Financial Consultant,Infoasia,2/6/2022,500,800,$500 - $800,"Accounting Consultant,Finance,ERP Management;",Hồ Chí Minh,toàn thời gian,Nhân viên,10-24 Nhân viên,Tiếng Anh
[Urgent] [HCMC] Cloud Engineer,Navigos Search's Client,2/6/2022,0,3000,Tới $3000,"Cloud AWS,DevOps,Aws,Docker,Kubernetes;",Hồ Chí Minh,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
Data Analyst,Toyota Financial Services Vietnam,2/16/2022,900,0,Thương lượng,"Financial Evaluation,Forecasting,Data Insights,Statistical Software,Presentation Skill;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Tiếng Anh
Senior Performance Marketing Executive,Firegroup Technology JSC.,2/6/2022,800,1300,$800 - $1300,"Ads Campaign,Google Analytics,Email Marketing,Performance Marketing;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Flutter Mobile Developer - Work From Home,Who's Available,2/6/2022,500,1500,$500 - $1500,"API Testing,API Sourcing,UI Test,Mobile Backend,English;",Quốc tế,toàn thời gian,Nhân viên,Less Than 10 Nhân viên,Tiếng Anh
Metaverse / Gaming Developers Unity 3D,We Are Bloom,2/6/2022,1000,3000,Thương lượng,"Unity 3D,Unreal Engine,Blockchain Technology,Gaming;",Hồ Chí Minh,toàn thời gian,Nhân viên,10-24 Nhân viên,Tiếng Anh
Junior Network Admin (Vietnamese Only),Navigos Search's Client,2/6/2022,800,1000,Thương lượng,"Network,Network Admin,Network Engineering,Telecommunication,IT Infrastuctrue;",Hồ Chí Minh,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
Merchant Acquisition Manager - Befood,Be Group Joint Stock Company,2/15/2022,2000,3000,Thương lượng,"Sales Digital,Business Development,Merchant Development;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,100-499 Nhân viên,Tiếng Anh
IT Helpdesk,Hanwha Life Vietnam,2/15/2022,1000,1500,Thương lượng,"It Helpdesk,SQL Oracle;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
CTO’s Personal Assistant,AIA Vietnam (Great Place To Work® Certified),2/15/2022,500,1200,Thương lượng,"Assistant,Admin,Multiple Task Handling,Communication,Management;",Hồ Chí Minh,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
Merchant Account Executive - Befood,Be Group Joint Stock Company,2/15/2022,500,700,Thương lượng,"Merchant Development,Account Management,Sales Admin;","Hồ Chí Minh,Hà Nội",toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
IT Helpdesk Staff,Shinhan Vietnam Finance,2/15/2022,1000,1500,Thương lượng,"Helpdesk,IT Hepdesk,It Support Desk,IT Service Desk,Hardware;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
IT Security,Hanwha Life Vietnam,2/15/2022,1000,1500,Thương lượng,"IT Security,Information System;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Network & Security Manager,Công Ty Trách Nhiệm Hữu Hạn Điện Máy Aqua Việt Nam,2/15/2022,1500,1700,Thương lượng,"Network,System,IT Services Management,ICT,SAP;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,"1,000-4,999 Nhân viên",Tiếng Anh
HRBP Lead - Cake Digital Banking,Be Group Joint Stock Company,2/15/2022,1500,2500,Thương lượng,"HRBP,HR Planning,HR Operation;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,100-499 Nhân viên,Tiếng Anh
Embedded Software Test Engineer (in Ha Noi),Bosch Global Software Technologies Company Limited,2/11/2022,500,1500,Thương lượng,"Embedded,Software,Test,Computer Software,C Programming Language;",Hà Nội,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,"1,000-4,999 Nhân viên",Bất kỳ
Trưởng Nhóm Quản Trị Mạng Và Hỗ Trợ Người Dùng,Hệ Thống Giáo Dục Edufit,2/15/2022,1000,1300,$1000 - $1300,"IT System,IT Admin,IT Support Leader,Hạ Tầng Công Nghệ;",Hà Nội,toàn thời gian,Trưởng phòng,"1,000-4,999 Nhân viên",Bất kỳ
Data Analyst - Chuyên Viên Phân Tích Dữ Liệu Lên Đến 25 Triệu,Hệ Thống Bán Lẻ Điện Thoại Di Động - Máy Tính Cellphones,2/15/2022,700,1100,$700 - $1100,"Data Analyst,Market Intelligent,Phân Tích Dữ Liệu,Power BI Microsoft,Marketing Intelligence Analysis;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Talent Acquisition Executive,Robert Bosch Engineering Vietnam,2/15/2022,1000,1500,Thương lượng,"IT Recruitment Field,Technical Recruitment,IT Talent Acquisition,Human Resources;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Tiếng Anh
Junior Frontend Developer,Tdcx Malaysia SDN. BHD.,2/4/2022,300,300,Thương lượng,"Customer Service,HTML,CSS,Consultant Service,JavaScript;",Quốc tế,toàn thời gian,Nhân viên,"5,000-9,999 Nhân viên",Bất kỳ
IT Communicator,Công Ty TNHH Công Nghệ Phần Mềm Kaopiz,2/14/2022,500,1000,Thương lượng,"Phiên Dịch Tiếng Nhật,IT Phần Mềm,Tiếng Nhật N2,Tiếng Nhật N1,Lập Trình Wed;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Sales Engineer,Công Ty TNHH Phát Triển B (Việt Nam),2/4/2022,500,2000,$500 - $2000,"Cybersecurity,Antivirus,Endpoint Security,IT Security,Network Security;","Hồ Chí Minh,Hà Nội",toàn thời gian,Nhân viên,25-99 Nhân viên,Tiếng Anh
Sales Fresher Tiếng Anh/ Tiếng Nhật Lĩnh Vực IT,Mindbank Technology,2/14/2022,400,1500,$400 - $1500,"English,Sales Skill;","Hà Nội,Hồ Chí Minh",toàn thời gian,Mới tốt nghiệp/Thực tập sinh,25-99 Nhân viên,Bất kỳ
Nhân Viên Bảo Trì Tổng Hợp Trường Học Quốc Tế,Spring Hill Education,2/14/2022,500,700,$500 - $700,"Điện,Bảo Trì,Bảo Dưỡng Thiết Bị,Đọc Hiểu Bản Vẽ Kỹ Thuật;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Tiếng Việt
IT Manager (Retail Industry),Navigos Search's Client,2/14/2022,3000,4000,Thương lượng,"IT Hardware,English,Retail;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,25-99 Nhân viên,Bất kỳ
IT Business Analyst,Ngân Hàng Thương Mại Cổ Phần Tiên Phong - Trung Tâm Fico,2/14/2022,1000,1500,$1000 - $1500,"Business Analyst BA,Agile Scrum,SQL,Finance,Fluent English;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Account Manager,Wolf Consulting Company Limited,2/14/2022,800,1300,$800 - $1300,"CRM,ERP,Project Team Management,Presentation,Sales B2B;","Hồ Chí Minh,Đà Nẵng,Hà Nội",toàn thời gian,Trưởng phòng,25-99 Nhân viên,Tiếng Anh
Fso Consultant | Financial Services | HCMC Office,Ernst & Young Vietnam Limited,2/14/2022,400,1200,Thương lượng,"MIS,Technology Management,Accounting,Finance,Banking;",Hồ Chí Minh,toàn thời gian,Nhân viên,500-999 Nhân viên,Tiếng Anh
Chuyên Viên Công Nghệ Thông Tin,Tập Đoàn Khách Sạn Mường Thanh,2/14/2022,400,700,Thương lượng,"Quản Trị Hạ Tầng CNTT,IT Admin,IT System,Quản Trị Hệ Thống CNTT;",Hà Nội,toàn thời gian,Nhân viên,"5,000-9,999 Nhân viên",Bất kỳ
Business Intelligence Analyst,Be Group Joint Stock Company,2/25/2022,700,1200,Thương lượng,"Business Intelligence,Data Analyst,SQL;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
