JobTitle,CompanyName,ApprovedOn,SalaryMin,SalaryMax,PrettySalary,Skills,WorkingLocations,JobType,JobLevel,CompanySize,LanguageSelected
Tech R&D Expert (2 Positions - Working in Hanoi),Công Ty Cổ Phần Sản Xuất Và Kinh Doanh VinFast - Thành Viên Của Vingroup,2/14/2022,1000,2000,Thương lượng,"Automation Software,Ai,Blockchain Technology,Cloud,Big Data;",Hà Nội,toàn thời gian,Trưởng phòng,"20,000-49,999 Nhân viên",Bất kỳ
Business Analyst (+2 Năm Kinh Nghiệm Lĩnh Vực CNTT),Công Ty Cổ Phần Vinbigdata – Công Nghệ Việt Vì Tương Lai Việt,2/8/2022,800,800,Thương lượng,"Ai,Analyst Big Data,Agile;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Embedded Engineer,Công Ty Cổ Phần Vinbigdata – Công Nghệ Việt Vì Tương Lai Việt,2/8/2022,800,800,Thương lượng,"Embedded,C++,C Language;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Project Manager (Embedded Software),Bosch Global Software Technologies Company Limited,2/11/2022,1000,3000,Thương lượng,"Software Development,Embedded Software,Software Project Management,People Management;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,"1,000-4,999 Nhân viên",Tiếng Anh
Phiên Dịch Tiếng Nhật Lĩnh Vực Lập Trình Web (Có Cơ Hội Trở Thành IT Comor + Brse),"Sougo Career Vietnam CO., LTD",2/11/2022,700,1500,$700 - $1500,"HTML,Tiếng Nhật N3,BrSE,Japanese N3,CSS;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Tiếng Nhật
.NET Software Engineer,DXC Vietnam,2/21/2022,500,2000,$500 - $2000,".NET,Asp.net MVC,Web API,C#,OOP;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Tiếng Anh
Automation Test Engineer [Hanoi & HCMC],NAB In Collaboration With Positive Thinking Company In Vietnam,2/21/2022,1500,2500,Thương lượng,"API Testing,Automation Testing,Java;","Hồ Chí Minh,Hà Nội",toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Kỹ Sư Dự Án (Pre-Sales Engineer),Saigoncomm,3/2/2022,600,1000,$600 - $1000,"Viễn Thông,Data,Điện Nhẹ,IT Networking Technology,Presales Technical;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Cán Bộ Nghiệp Vụ Cấu Phần Chuyển Tiền,Ngân Hàng TMCP Đầu Tư Và Phát Triển Việt Nam,2/28/2022,300,300,Thương lượng,"Ngân Hàng,Tài Chính,Giao Dịch Ngân Hàng;",Hà Nội,toàn thời gian,Nhân viên,"20,000-49,999 Nhân viên",Bất kỳ
DevOps Engineer,Bosch Global Software Technologies Company Limited,2/28/2022,1000,1500,Thương lượng,"DevOps,Python,Shellscript,Ansible,Linux;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Java Developers,Fortna Vietnam,2/9/2022,800,1500,Thương lượng,"Agile,English,Software Development,Java Core;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Tiếng Anh
Java Developer (Thu Nhập Tương Đương Từ 14 - 22 Tháng Lương),FPT Telecom,2/8/2022,800,1800,Thương lượng,"Java,Spring,Microservice,MySQL,Java Core;","Hồ Chí Minh,Hà Nội",toàn thời gian,Nhân viên,"5,000-9,999 Nhân viên",Bất kỳ
.NET Developer,FPT Telecom,2/8/2022,435,1300,$435 - $1300,".NET,C#,Oracle,Software Design Patterns,Data Models;","Hồ Chí Minh,Hà Nội",toàn thời gian,Nhân viên,"5,000-9,999 Nhân viên",Bất kỳ
Embedded Software Architect / Senior Software Engineer,"Proteus Vietnam Ltd.,",2/15/2022,1000,1500,Thương lượng,"Design,Embedded,C++,Basic Layout Design,Electronic Engineering;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Tiếng Anh
Phụ Trách Kỹ Thuật Sản Phẩm,Công Ty Cổ Phần Phát Triển Công Nghệ TECHPRO,2/15/2022,500,0,Thương lượng,"Điện Tử Viễn Thông,Công Nghệ Thông Tin,Hỗ Trợ Kỹ Thuật,Camera Systerm,Hệ Thống Điện;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Lập Trình Ứng Dụng IOS,Công Ty Cổ Phần Dịch Vụ Kỹ Thuật Mobifone- Chi Nhánh Dịch Vụ Giá Trị Gia Tăng Mobifone Service,3/4/2022,1000,2000,$1000 - $2000,"Lập Trình IOS,Firebase,Objective-C,Swift,Restful API Design;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Operations Manager ( Process Improvement & Implementation),Công Ty Cổ Phần Tập Đoàn Masterise,2/24/2022,2000,5000,Thương lượng,"SAP,IT Operations,Business Management,Business Process,Operation Improvement;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,100-499 Nhân viên,Bất kỳ
Senior Application Support Engineer 24/7 (CVCC Dịch Vụ Ứng Dụng 24/7),One Mount,2/24/2022,1000,1300,$1000 - $1300,"Helpdesk,Database Admin,Linux,IT Operations,IT Hardware;",Hà Nội,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Senior Java Dev,Techcombank,3/4/2022,300,1500,Thương lượng,"Java,T24 Corebanking,Api,JavaScript,Java Springboot;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
10 JavaScript Frontend Developer,HCL Vietnam Company Limited,3/5/2022,950,1400,Thương lượng,"JavaScript,English,HTML,CSS,Bootstrap;","Hà Nội,Hồ Chí Minh",toàn thời gian,Nhân viên,500-999 Nhân viên,Tiếng Anh
Automation Tester,HCL Vietnam Company Limited,2/9/2022,1000,2000,$1000 - $2000,"Java,Python,English,Maven;","Hà Nội,Hồ Chí Minh",toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
Nhân Viên IT Hardware (Chuyên Hỗ Trợ Hệ Thống Nội Bộ),"SEI Electronic Components (Vietnam), Ltd.",2/17/2022,400,700,$400 - $700,"IT Admin Network,IT System,English Skill;",Hà Nội,toàn thời gian,Nhân viên,"5,000-9,999 Nhân viên",Bất kỳ
"CVC Quản Lý Rủi Ro Hoạt Động Về CNTT, Phòng Quản Lý Rủi Ro Hoạt Động",Ngân Hàng TMCP Công Thương Việt Nam (VietinBank),2/18/2022,300,2000,Thương lượng,"Risk Management,Quản Lý Rủi Ro,An Toàn Thông Tin,An Toàn Thông Tin Mạng,Rủi Ro Công Nghệ;",Hà Nội,toàn thời gian,Nhân viên,"10,000-19,999 Nhân viên",Bất kỳ
IOS Developer,Navigos Group,2/14/2022,1200,1800,Thương lượng,"Swift 3,IOS Application;",Hồ Chí Minh,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
Guidewire Developer (Open to Vietnamese and Expat Candidates),Capgemini Vietnam,2/8/2022,1000,1000,Thương lượng,"Java,Configuration Network,Integration,Guidewire Framework,Oracle SQL;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
iOS Developer,Capgemini Vietnam,2/22/2022,300,400,Thương lượng,"Objective-C,iOS,Swift,Cocoa Touch Framework,Core Data;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
COBOL Developer,Capgemini Vietnam,2/22/2022,300,2000,Thương lượng,"COBOL,Cics,Db2,English,COBOL Program;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Senior Product Manager,Viện Nghiên Cứu Dữ Liệu Lớn Vinbigdata – Công Nghệ Việt Vì Tương Lai Việt,2/24/2022,2000,3000,Thương lượng,"Product Management,Product Development,AI Solutions,Machine Learning;",Hà Nội,toàn thời gian,Trưởng phòng,100-499 Nhân viên,Bất kỳ
Agile Master - Technical Manager,Bosch Global Software Technologies Company Limited,2/11/2022,1000,1500,Thương lượng,"Agile,Scrum Master,Project Team Management;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Tiếng Anh
Quản Trị Vận Hành Cơ Sở Dữ Liệu (Datastax),Công Ty TNHH MTV Ứng Dụng Kỹ Thuật Và Sản Xuất – Bộ Quốc Phòng,2/9/2022,800,1500,Thương lượng,"Docker,Bash Script,Cơ Sở Dữ Liệu,Oracle,Linux;",Hà Nội,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
DevOps Engineer – Cloud: AWS,Capgemini Vietnam,2/22/2022,500,2000,Thương lượng,"Jenkins Ci,Java,Software Engineering,Building Sector,Aws;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Android Developer,Capgemini Vietnam,2/22/2022,300,400,Thương lượng,"Java,Kotlin,Android,Object Oriented Programming,Test Driven Development;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
"Nghiên Cứu Viên Công Nghệ Thông Tin (2 Phần Cứng, 1 Phần Mềm)",Viện Khoa Học Và Công Nghệ Việt Nam – Hàn Quốc (VKIST),2/9/2022,300,0,Thương lượng,"Hardware,Software,IT Phần Cứng,IT Phần Mềm,IELTS;",Hà Nội,toàn thời gian,Nhân viên,,Bất kỳ
IT Sharepoint Administrator,"Aperia Vietnam Co Ltd.,",2/9/2022,800,1500,Thương lượng,"SharePoint,Office 365,Hệ Thống Active Directory,Windows Powershell,MIS;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Recruitment Consultant (ICT and Manufacturing),Navigos Group,2/28/2022,500,1000,Thương lượng,"Communication,Research,English,Recruitment,Sale;",Hà Nội,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
Senior Product Owner/ Product Manager,Navigos Group,3/1/2022,3000,3600,Thương lượng,"IT Project Management,Product Ownership,Product Management,Agile Project;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,500-999 Nhân viên,Bất kỳ
Digital Transformation Officer (Credit Administration Experience),"Chailease International Leasing Co., Ltd",2/9/2022,300,500,Thương lượng,"Finance,Banking,Ngân Hàng,Tài Chính,Phân Tích;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Fresher Junior Developer (Java/c++/python),HCL Vietnam Company Limited,2/9/2022,500,1000,Thương lượng,"Java,Golang,C++,Telecom Testing,5G System;","Hà Nội,Hồ Chí Minh",toàn thời gian,Mới tốt nghiệp/Thực tập sinh,500-999 Nhân viên,Bất kỳ
Senior Software Engineer,T-Recs.ai Pte Ltd,2/20/2022,1500,3000,$1500 - $3000,"Front End Developer,Lập Trình Backend,Full Stack Development,Software Engineering;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
"PHP, Vue, Flutter Developer","Rem Vietnam Co.,ltd",2/9/2022,500,1500,$500 - $1500,"PHP,Vue.js,Flutter,SQL,Web;",Hồ Chí Minh,toàn thời gian,Nhân viên,10-24 Nhân viên,Bất kỳ
Chuyên Viên Quản Trị Hệ Thống (MIS),Viện Khoa Học Và Công Nghệ Việt Nam – Hàn Quốc (VKIST),2/9/2022,300,1500,Thương lượng,"English,Quản Trị Hệ Thống,Data Center,IT Phần Cứng,IT Phần Mềm;",Hà Nội,toàn thời gian,Nhân viên,,Bất kỳ
Jira Administrator,"Aperia Vietnam Co Ltd.,",2/9/2022,800,1500,Thương lượng,"Jira,Scrum,Service Management;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
IT Talent Acquisition Specialist,"Aperia Vietnam Co Ltd.,",2/9/2022,500,1000,Thương lượng,"Talent Acquisition,Recruitment,English,Interview Skill,Interpersonal Communication Skill;","Hồ Chí Minh,Đà Nẵng",toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Nghiên Cứu Viên Công Nghệ AI - Trí Tuệ Nhân Tạo (Xử Lý Hình Ảnh và Đồ Họa Máy Tính),Viện Khoa Học Và Công Nghệ Việt Nam – Hàn Quốc (VKIST),2/9/2022,300,2000,Thương lượng,"TOEIC 620,IELTS,Công Nghệ Thông Tin,Xử Lý Ảnh,Điện Tử Viễn Thông;",Hà Nội,toàn thời gian,Nhân viên,,Bất kỳ
【2500$】Tuyển Kỹ Sư Cầu Nối BrSE,"Neos Vietnam International Co., Ltd",2/9/2022,1500,2500,$1500 - $2500,"BrSE,IoT Development,Japanese,Tiếng Nhật N2,Agile;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Tiếng Nhật
Automation Engineer,Eca Advanced SOLUTIONS Vietnam,2/24/2022,1000,1500,Thương lượng,"Robot,Mechatronic,C#,Python,SQL;",Hồ Chí Minh,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Senior Java Developer,ELCA Information Technology (Vietnam) Limited,3/1/2022,1300,2000,Thương lượng,"Java,Spring Framework,Hibernate,Junit,SQL;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Kỹ Sư Quản Lý Cấu Hình Phần Mềm,Hella Vietnam,3/4/2022,300,350,Thương lượng,"Tools Management,Quản Lý Cấu Hình,Xây Dựng Cấu Hình,Configuration Network,System Configuration;",Hồ Chí Minh,toàn thời gian,Mới tốt nghiệp/Thực tập sinh,100-499 Nhân viên,Bất kỳ
Senior Flutter Mobile Developer,Công Ty Sing Sing,3/2/2022,1500,1800,$1500 - $1800,"Flutter,Json,iOS,REST,Git;",Hà Nội,toàn thời gian,Nhân viên,,Bất kỳ
"Java Software Engineer - Salary Up To $2,000",LG Vehicle Component Solutions Development Center Vietnam (LG VS DCV),3/4/2022,600,2000,$600 - $2000,"Java,Android,Kotlin,Open Source Development,Embedded;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Smart Contract Engineer,Công Ty Sing Sing,3/2/2022,2000,3000,$2000 - $3000,"Solidity,Truffles,Protocol,Golang,Python;",Hà Nội,toàn thời gian,Nhân viên,,Bất kỳ
[BIDV Khu Vực HCM Tuyển Dụng Tập Trung] Nhân Viên Công Nghệ Thông Tin,Ngân Hàng TMCP Đầu Tư Và Phát Triển Việt Nam,2/21/2022,300,1500,Thương lượng,"IT System,Công Nghệ Thông Tin,It Support,Điện Tử Viễn Thông,Technology;",Hồ Chí Minh,toàn thời gian,Nhân viên,"20,000-49,999 Nhân viên",Bất kỳ
Application Security Engineer (Kỹ Sư Ứng Dụng An Toàn Thông Tin) Thu Nhập Lên Tới 2500 USD,Công Ty Cổ Phần Tư Vấn Và Dịch Vụ Công Nghệ ASIC,2/18/2022,1000,2500,$1000 - $2500,"Security,Bảo Mật Thông Tin,An Toàn Thông Tin;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
BackEnd Developer,Công Ty Sing Sing,3/2/2022,1000,1500,Thương lượng,"NodeJS,TypeScript,Restful,SQL,IT Phần Mềm;",Hà Nội,toàn thời gian,Nhân viên,,Bất kỳ
Mobile Flutter Developer - Upto $1500,Công Ty TNHH Netstars Việt Nam,2/15/2022,500,1500,$500 - $1500,"iOS,Android,OOP,REST;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Full-Stack Developer - Upto $2000,Công Ty TNHH Netstars Việt Nam,2/15/2022,800,2000,$800 - $2000,"JavaScript,HTML5,CSS,C#,Python;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Senior Business Analyst,Techcombank,2/9/2022,500,1500,Thương lượng,"Business Analysis,Phân Tích Kinh Doanh,Phân Tích Dữ Liệu,Data Analysis,Phân Tích Nghiệp Vụ;","Hồ Chí Minh,Hà Nội",toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Nhân Viên Kiểm Thử Phần Mềm (Tester),Amigo Fintech,2/21/2022,300,1000,Thương lượng,"Testers,Công Nghệ Thông Tin Phần Mềm,Payment Advice,Kiểm Thử Chất Lượng,IT Phần Mềm;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Mobile Game QA QC,Lihuhu Pte. LTD.,2/15/2022,500,700,Thương lượng,"Mobile Game,QA,QC,IT Phần Mềm,Game Tester;",Hồ Chí Minh,toàn thời gian,Nhân viên,10-24 Nhân viên,Bất kỳ
Developer Upto 1500$,Amigo Fintech,2/21/2022,700,1500,Thương lượng,"PHP,.NET,Java,PostgreSQL,Payment;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Regional BI & Reporting Manager,Intrepid Vietnam,2/18/2022,500,1000,Thương lượng,"Powerbi,Data Visualization,Business Analytics,Project Management,Python;",Hồ Chí Minh,toàn thời gian,Trưởng phòng,25-99 Nhân viên,Bất kỳ
Data Product Owner,Ho Chi Minh City Securities Corporation (HSC),2/12/2022,1000,2000,$1000 - $2000,"Data Analytics,Agile Scrum,Data Architects,Data Warehouse Architecture,Scrum Master;",Hồ Chí Minh,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
Nhân Viên Kế Hoạch Phân Tích và Điều Hành,Công Ty An Ninh Mạng Viettel (VCS),2/22/2022,800,1500,$800 - $1500,"Điều Phối,Vận Hành,Lập Kế Hoạch,Giám Sát,Quản Lý;",Hà Nội,toàn thời gian,Nhân viên,"10,000-19,999 Nhân viên",Bất kỳ
Product Owner,NAB In Collaboration With Positive Thinking Company In Vietnam,2/22/2022,4000,5000,Thương lượng,"IT Phần Mềm,Business Analyst BA;","Hồ Chí Minh,Hà Nội",toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
Chief Techonology Officer (CTO),Viet Capital Securities Joint Stock Company,2/22/2022,10000,15000,Thương lượng,"Network Security,IT Security,Data Administration,Infrastructure,Technology Management;",Hồ Chí Minh,toàn thời gian,Giám đốc,100-499 Nhân viên,Tiếng Anh
Unity 3D Developer (Salary Upto $3000),Diffcat,2/22/2022,0,3000,Tới $3000,"Game Management Tools,Unity 3D,Content Development,C#;",Hồ Chí Minh,toàn thời gian,Nhân viên,10-24 Nhân viên,Bất kỳ
Software Security,Fossil Việt Nam,2/22/2022,800,2000,Thương lượng,"Shell Scripting,Python,Aws,DevOps,Perl;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Hardware Testing Engineer,HCL Vietnam Company Limited,2/22/2022,500,1500,Thương lượng,"Hardware Testing,Compliance Testing,RF Testing,English;",Hà Nội,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
[Hot Job] Nhân Viên IT - IT Staff,"Công Ty TNHH SD Việt Nam/ SD Vietnam Industries.,ltd",2/22/2022,300,2000,Thương lượng,"Vận Hành Bảo Trì,Kỹ Thuật Máy Tính,SAP,IT System,Tiếng Anh;",Hà Nội,toàn thời gian,Nhân viên,500-999 Nhân viên,Bất kỳ
Chief Technology Officer,FPT Software,2/18/2022,3000,4000,Thương lượng,"Java,SQL,Develloper Angular,Web Systems Design,Project Management;","Quốc tế,Hà Nội",toàn thời gian,Giám đốc,"5,000-9,999 Nhân viên",Bất kỳ
"Graphics Engineer (Linux, C++)",Bosch Global Software Technologies Company Limited,2/25/2022,500,1000,Thương lượng,"Graphic,Streaming,Embedded,C++,Linux;","Hồ Chí Minh,Hà Nội",toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Tiếng Anh
Automation Engineer – MES,Bühler Asia Vietnam Limited,2/25/2022,500,1000,Thương lượng,"Information Technology,Computer Science,.NET,JavaScript,Customer Service;",Hồ Chí Minh,toàn thời gian,Nhân viên,100-499 Nhân viên,Tiếng Anh
Nhân Viên Triển Khai Phần Mềm,Công Ty Cổ Phần Giải Pháp Tự Động Hóa Kỹ Thuật Việt Nam,2/18/2022,300,1000,$300 - $1000,"Chăm Sóc Khách Hàng,Công Nghệ Thông Tin,Quản Trị Hệ Thống,Quản Trị Mạng,Phần Cứng;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Kiểm Thử Phần Mềm Ứng Dụng Tester QA/QC Cho Website/mobile App,Công Ty Phần Mềm Tower Hanoi (Tohsoft),2/18/2022,400,800,$400 - $800,"Test,App Tester,Website Tester,Kiểm Thử,Kiểm Thử Phần Mềm;",Hà Nội,toàn thời gian,Nhân viên,25-99 Nhân viên,Bất kỳ
Lead Java Developer,TMA Solutions,2/18/2022,300,300,Thương lượng,"Java,Spring,Micro Services,Java Webservice,Software;",Hồ Chí Minh,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Giám Đốc Kinh Doanh,Công Ty Cổ Phần Phát Triển Công Nghệ Liên Việt,2/25/2022,0,1500,Tới $1500,"Công Nghệ Thông Tin,Quản Trị,Tài Chính Ngân Hàng,Fintech,Kinh Doanh;",Hà Nội,toàn thời gian,Giám đốc,25-99 Nhân viên,Bất kỳ
[HN] Regular Java Dev (At Least 1 Year Experience),Công Ty Cổ Phần Synnex FPT,2/25/2022,500,1500,$500 - $1500,"Java Spring Framework,Java EE,Hibernate,ERP,OOP;",Hà Nội,toàn thời gian,Nhân viên,"1,000-4,999 Nhân viên",Bất kỳ
Senior Golang Developer,FPT Software,2/22/2022,500,1500,Thương lượng,"NodeJS,Agile,Golang,Azure,My SQL;",Hồ Chí Minh,toàn thời gian,Nhân viên,"5,000-9,999 Nhân viên",Bất kỳ
Chuyên Viên Phân Tích Yêu Cầu và Quản Trị Dự Án (Mã Vị Trí : J2),Công Ty Cổ Phần Chứng Khoán Ngân Hàng Đầu Tư Và Phát Triển Việt Nam (BSC),2/25/2022,500,1500,Thương lượng,"Java,.NET,JavaScript,Restful,Software Development;",Hà Nội,toàn thời gian,Nhân viên,100-499 Nhân viên,Bất kỳ
